,name,Link,Plot
3279,Army of Darkness (1992),https://subslikescript.com/movie/Army_of_Darkness-106308,"Ash is transported with his car to 1,300 A.D., where he is captured by Lord Arthur and turned slave with Duke Henry the Red and a couple of his men. When Ash is thrown into a pit, he defeats two monsters and wins respect of Arthur's army and vassals. The Wiseman points Ash as The Chosen One that will retrieve the Necronomicon but Ash is only interested in returning home. When he learns that the only way to return to his time is using the Necronomicon, Ash decides to travel to the unholy land of the Deadites. The Wiseman advises that he must say the words ""Klaatu Barada Nikto"" to safely get the evil book. However, Ash forgets the last word and an army of the dead resurrects to attack Arthur fortress and recover the Necronomicon. The battle between the living and the dead is about to start and the support of Henry the Red is the only way to help Ash and Arthur to defeat the army of darkness."
3280,Army of Frankensteins (2013),https://subslikescript.com/movie/Army_of_Frankensteins-2620490,"After a failed attempt to propose to his girlfriend, Alan Jones is beaten to within an inch of his life by a street gang and taken to a mysterious lab where Dr. Tanner Finski and his kid genius assistant perform horrible experiments on him hoping to re-animate a Frankenstein. The experiments lead to a hole being ripped in space and time, manifesting an Army of Frankensteins from hundreds of parallel universes and sending them all back to the 19th century, directly into the heart of a bloody battle between the North and South. History will never be the same."
3281,Army of One (2018),https://subslikescript.com/movie/Army_of_One-7153488,"Out hiking, Special Forces Brenner Baker stumbles onto a Cartel's compound. Her husband's killed and she's left for dead. The Cartel made two mistakes, killed her husband and left her alive. They won't live to make another."
3282,Army of Shadows (1969),https://subslikescript.com/movie/Army_of_Shadows-64040,"France, 1942, during the occupation. Philippe Gerbier, a civil engineer, is one of the French Resistance's chiefs. Given away by a traitor, he is interned in a camp. He manages to escape, and joins his network at Marseilles, where he makes the traitor be executed... This non-spectacular movie (do not expect any Rambo or Robin Hood) shows us rigorously and austerely the everyday of the French Resistants : their solitude, their fears, their relationships, the arrests, the forwarding of orders and their carrying out... Both writer Joseph Kessel and co-writer and director Jean-Pierre Melville belonged to this ""Army in the Shadows""."
3283,Army of Thieves (2021),https://subslikescript.com/movie/Army_of_Thieves-13024674,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse."
3284,Army of Valhalla (2003),https://subslikescript.com/movie/Army_of_Valhalla-380726,"Polish historical action fantasy based on a novel by Jozef Ignacy Kraszewski. In 9th-century pre-Christian Poland, the rustic natives have lived peacefully for centuries, tending their land and worshipping the sun god. But when the power-hungry Prince Popiel brings in the Viking army to establish a barbarous and bloodthirsty regime of terror, it is up to one lone warrior, the famed archer Ziemowit (Michal Zebrowski), to lead a peasant uprising and put an end to the bloodshed."
3285,Arn: The Kingdom at the End of the Road (2008),https://subslikescript.com/movie/Arn_The_Kingdom_at_the_End_of_the_Road-950739,"The Knight Arn is sent on a last mission against Saladin. He has to win this battle, before he can go home to Sweden, and finally marry his Cecilia and start a family. But the peace back home is threatened by the Danes."
3286,Arn: The Knight Templar (2007),https://subslikescript.com/movie/Arn_The_Knight_Templar-837106,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love."
3287,Around a Small Mountain (2009),https://subslikescript.com/movie/Around_a_Small_Mountain-1239285,Biopic based on the life of author Raymond Roussel.
3288,Around the Block (2013),https://subslikescript.com/movie/Around_the_Block-1847541,"""AROUND THE BLOCK"" is about breaking family and cultural cycles for a hopeful future. A contemporary story of love, revenge, and triumph, an Aboriginal boy becomes torn between his unexpected love of acting and the disintegration of his family. Meanwhile his high school drama teacher must practice what she teaches if she is to succeed in her personal and professional life."
3289,Around the Sun (2019),https://subslikescript.com/movie/Around_the_Sun-5219958,"Touring a repossessed chateau, a film location scout falls for its flirtatious representative, who recounts the story of an influential book written there. But is their connection for real, or just a projection of the book's characters?"
3290,Around the Table (2021),https://subslikescript.com/movie/Around_the_Table-14833900,"Haruko is a single mother. She has an unusual living arrangement. She lives with her son Riku, her friend Aiko and Aiko's boyfriend Sorao. One day, Yuko stays at Haruko's house to attend an art institute for the summer. Yuko is the daughter of Haruko's old friend Tomoyo. They haven't spoken for many years prior to Tomoyo reaching out to Haruko to ask if her daughter could stay with her for the summer. Haruko and Tomoyo have an uncomfortable past."
3291,Around the World in 80 Days (2004),https://subslikescript.com/movie/Around_the_World_in_80_Days-327437,"Set in 1890, the story focuses on Passepartout, a Chinese thief who steals a valuable jade Buddha and then seeks refuge in the traveling companionship of an eccentric London inventor and adventurer, Phileas Fogg, who has taken on a bet with members of his gentlemen's club that he can make it around the world in a mere 80 days, using a variety of means of transportation, like boats, trains, balloons, elephants, etc. Along the way, Passepartout uses his amazing martial arts abilities to defend Fogg from the many dangers they face.. One major threat to their adventure is a detective that's following them. Why? Just as Fogg and Passeportout left London, a major bank was robbed, with Fogg suspected of using the ""around the world"" trip as an excuse to escape.. Their path from London and back includes stops in Paris, Turkey, India, China and USA."
3292,Around the World in 80 Days (1956),https://subslikescript.com/movie/Around_the_World_in_80_Days-48960,"When this movie is made in 1956, one can circumnavigate the globe in a little less than two days. When Jules Verne wrote the story ""Around the World in Eighty Days"" in 1872, he predicted that one day man could accomplish the task in eighty hours, but which most considered folly to do in eighty days in current times... that is except for people like Englishman Phileas Fogg, a regimented man who believed all it would take is exacting work, the skills he possesses. He just has to make sure a train's schedule meets the required sailing schedule which meets the required coach schedule and so on. As such, he takes up what ends up being the highly publicized £20,000 wager from his fellow members at the London Reform Club to do so, losing the bet which would ruin him financially. Along for the ride is Fogg's new, loyal and devoted valet, the recently arrived Latin immigrant, Passepartout, who possesses unusual skills which could be major assets, but whose all consuming thoughts on the opposite sex could take away his focus from the task at hand. Although Fogg has accounted for certain transportation delays, he may not account for cultural peccadilloes he may encounter along the way which could also cause delays. He is also unaware of the true reason a man name Fix is following them, he who could also derail Fogg's task permanently. As Fogg and Passepartout proceed on their journey, they get into one misadventure after another. Ultimately, Fogg may find other things in life more important than winning the bet."
